Neuron_ID,Diff_Mag,Ratio_Mag,Diff_Freq,FT_Mag_P,FT_Mag_C,Base_Mag_P,Base_Mag_C,FT_Freq_P,FT_Freq_C,Base_Freq_P,Base_Freq_C
33,0.0032186517491936684,1.2520811964599698,0.007741332054138184,0.015981998294591904,0.012763346545398235,0.07507592439651489,0.07333146780729294,0.37476280331611633,0.36702147126197815,0.5762560367584229,0.5728691816329956
34,-0.004229187965393066,0.9701891014342147,0.015757828950881958,0.13767053186893463,0.1418997198343277,0.2517041265964508,0.265036016702652,0.498425155878067,0.48266732692718506,0.524077832698822,0.5088228583335876
35,0.0028397291898727417,1.0417672117609365,0.002352774143218994,0.07080422341823578,0.06796449422836304,0.049013860523700714,0.04610086604952812,0.5336122512817383,0.5312594771385193,0.47724080085754395,0.4739583134651184
36,0.0024649277329444885,0.9682110845779558,0.005170375108718872,-0.07504509389400482,-0.07751002162694931,-0.07344256341457367,-0.07586660236120224,0.14660176634788513,0.14143139123916626,0.1469053477048874,0.14142189919948578
37,-0.0014723502099514008,1.0316952197257436,0.0006356239318847656,-0.04795828461647034,-0.046485934406518936,-0.04916379228234291,-0.04764249175786972,0.11399513483047485,0.11335951089859009,0.11101623624563217,0.11071265488862991
38,-0.0009275227785110474,1.0242341330347857,0.00287453830242157,-0.0392431914806366,-0.03831566870212555,-0.04565684124827385,-0.04445015266537666,0.20724232494831085,0.20436778664588928,0.18686436116695404,0.18496698141098022
39,-0.002328440546989441,1.0361989975049946,-0.001119457185268402,-0.066680409014225,-0.06435196846723557,-0.06601810455322266,-0.06370321661233902,0.09108416736125946,0.09220362454652786,0.09447100758552551,0.09517303854227066
40,-0.00010491535067558289,0.9978081015739454,-0.0024760961532592773,0.04821537062525749,0.048320285975933075,0.0423138290643692,0.042124949395656586,0.45702412724494934,0.4595002233982086,0.43950173258781433,0.4432206153869629
41,0.002917529083788395,1.2671663618702387,0.008225202560424805,0.013833057135343552,0.010915528051555157,0.00780111039057374,0.004739525727927685,0.310602605342865,0.3023774027824402,0.29629629850387573,0.2871223986148834
42,0.010630607604980469,1.1767506046155263,0.024039924144744873,0.07076862454414368,0.06013801693916321,0.11737493425607681,0.1085597425699234,0.4573846161365509,0.43334469199180603,0.6162435412406921,0.6013869643211365
